identifier,latitude,longitude,type,nav_type,usage,region
FORNI,28.734073333333335,-80.88411666666667,WAYPOINT,C,L,ENRT
FORNL,27.32227333333333,-79.918515,WAYPOINT,R,B,ENRT
FOROB,32.33947333333333,-99.83534,WAYPOINT,R,,ENRT
FOROM,27.826245,-82.53618333333333,WAYPOINT,R,,ENRT
FOROP,56.084806666666665,-134.35659833333332,WAYPOINT,W,L,ENRT
FOROS,36.723398333333336,-97.88438666666667,WAYPOINT,R,,ENRT
FORPE,33.68570666666667,-111.267725,WAYPOINT,C,B,ENRT
FORRA,24.571905,-81.72361166666667,WAYPOINT,R,,ENRT
FORRK,24.103666666666665,-75.889,WAYPOINT,W,,ENRT
FORRS,44.04004333333334,-121.385285,WAYPOINT,R,,ENRT
FORSE,40.07416666666666,-128.0,WAYPOINT,W,,ENRT
FORSI,37.82456,-79.386085,WAYPOINT,W,,ENRT
FORSS,31.16998,-98.07331,WAYPOINT,W,,ENRT
FORST,22.105833333333333,-75.05316666666667,WAYPOINT,W,B,ENRT
FORTB,27.402738333333332,-81.08976666666666,WAYPOINT,R,,ENRT
FORTH,35.656325,-101.08379166666667,WAYPOINT,W,,ENRT
FORTL,26.305628333333335,-81.35141,WAYPOINT,C,L,ENRT
FORTN,18.404461666666666,-65.50372,WAYPOINT,R,,ENRT
FORTT,40.83721333333333,-77.43414833333334,WAYPOINT,C,H,ENRT
FORUD,31.483485,-95.774615,WAYPOINT,W,,ENRT
FORUR,33.039735,-106.13701833333333,WAYPOINT,R,,ENRT
FORYU,29.29108,-81.17408666666667,WAYPOINT,W,,ENRT
FOSAM,36.021625,-78.80124833333333,WAYPOINT,W,,ENRT
FOSAS,23.909073333333332,-72.355015,WAYPOINT,W,B,ENRT
FOSEB,32.884616666666666,-117.068405,WAYPOINT,W,,ENRT
FOSED,34.634811666666664,-106.63535,WAYPOINT,C,L,ENRT
FOSER,37.42391666666666,-79.826515,WAYPOINT,R,L,ENRT
FOSES,41.6375,-93.6582,WAYPOINT,W,,ENRT
FOSIG,43.817166666666665,-101.41966666666667,WAYPOINT,W,,ENRT
FOSIN,31.508098333333333,-93.19012666666667,WAYPOINT,R,H,ENRT
FOSKO,34.254326666666664,-118.93893166666666,WAYPOINT,R,,ENRT
FOSLA,40.22388333333333,-110.07496833333333,WAYPOINT,R,,ENRT
FOSNO,36.23972,-82.50246666666666,WAYPOINT,W,,ENRT
FOSOR,36.571205,-76.051975,WAYPOINT,R,,ENRT
FOSOT,29.084296666666667,-95.75955666666667,WAYPOINT,W,,ENRT
FOSOV,39.401885,-110.73992666666666,WAYPOINT,C,L,ENRT
FOSSE,35.45137,-81.34219333333333,WAYPOINT,C,,ENRT
FOSSL,32.236545,-97.87656166666666,WAYPOINT,W,,ENRT
FOSSS,32.372348333333335,-80.85895,WAYPOINT,W,,ENRT
FOSST,40.73520166666667,-82.50062666666666,WAYPOINT,W,,ENRT
FOSTY,41.839243333333336,-71.63855666666667,WAYPOINT,C,L,ENRT
FOSUL,35.60739,-86.10866166666666,WAYPOINT,C,L,ENRT
FOSUP,47.040205,-92.10932833333334,WAYPOINT,C,,ENRT
FOSUR,42.022755,-76.62397666666666,WAYPOINT,W,,ENRT
FOSVA,43.28603666666667,-111.15791333333334,WAYPOINT,W,,ENRT
FOSYU,44.204231666666665,-74.32635833333333,WAYPOINT,W,L,ENRT
FOT,40.66943,-124.234055,VOR_DME,K,,
FOTOR,44.77234833333333,-91.883475,WAYPOINT,W,,ENRT
FOTTY,39.856625,-106.55419499999999,WAYPOINT,R,L,ENRT
FOUND,34.80625666666667,-82.068495,WAYPOINT,W,,ENRT
FOUNT,36.954056666666666,-84.05032,WAYPOINT,C,H,ENRT
FOURD,33.274786666666664,-79.618825,WAYPOINT,W,,ENRT
FOURR,33.255325,-82.56976333333333,WAYPOINT,W,,ENRT
FOURS,44.47478666666667,-106.58775166666666,WAYPOINT,R,L,ENRT
FOURT,47.29199166666667,-122.48382166666667,WAYPOINT,R,,ENRT
FOUTS,31.32229,-85.82071666666667,WAYPOINT,C,,ENRT
FOUTZ,32.476153333333336,-111.690905,WAYPOINT,R,L,ENRT
FOVAD,40.94253,-78.30115333333333,WAYPOINT,W,,ENRT
FOVAS,32.40266833333333,-96.81690166666667,WAYPOINT,W,,ENRT
FOVAX,44.00855,-75.65361,WAYPOINT,W,,ENRT
FOVBI,58.68463666666667,-135.800415,WAYPOINT,R,,ENRT
FOVEL,37.717913333333335,-97.23879333333333,WAYPOINT,C,,ENRT
FOVEM,13.757421666666668,145.17411833333333,WAYPOINT,R,,ENRT
FOVER,39.83580833333333,-84.02154166666666,WAYPOINT,R,,ENRT
FOVEX,40.69063333333333,-74.069605,WAYPOINT,W,,ENRT
FOVGA,41.75168166666667,-87.70397,WAYPOINT,W,,ENRT
FOVIG,64.81862333333333,-147.52388166666665,WAYPOINT,R,,ENRT
FOVMO,29.338568333333335,-100.75562333333333,WAYPOINT,R,,ENRT
FOVNU,47.37067833333333,-122.55897,WAYPOINT,W,,ENRT
FOVOL,34.052,-115.57283333333334,WAYPOINT,W,,ENRT
FOVOR,36.82416666666667,-119.76767166666667,WAYPOINT,R,,ENRT
FOVSI,64.42306,-165.45294166666667,WAYPOINT,W,,ENRT
FOW,44.202666666666666,-93.36896666666667,VOR_DME,K,,
FOWBU,34.491686666666666,-79.83729166666667,WAYPOINT,W,,ENRT
FOWEE,24.935568333333332,-79.18880833333333,WAYPOINT,C,B,ENRT
FOWEL,42.60086833333333,-80.155045,WAYPOINT,W,,ENRT
FOWLA,38.874383333333334,-77.00140166666667,WAYPOINT,W,,ENRT
FOWLR,30.29124,-98.35978666666666,WAYPOINT,W,,ENRT
FOWND,39.091,-122.958,WAYPOINT,W,H,ENRT
FOWNE,38.021948333333334,-95.9181,WAYPOINT,C,L,ENRT
FOXAB,32.500933333333336,-99.86707666666666,WAYPOINT,R,,ENRT
FOXAM,29.556288333333335,-81.15630666666667,WAYPOINT,W,L,ENRT
FOXBO,41.91672833333333,-70.24301333333334,WAYPOINT,W,,ENRT
FOXEE,41.189645,-80.49068166666666,WAYPOINT,W,H,ENRT
FOXHL,39.04166333333333,-77.36870666666667,WAYPOINT,W,,ENRT
FOXIE,45.089145,-94.50127166666667,WAYPOINT,W,,ENRT
FOXIN,34.737941666666664,-99.42655166666667,WAYPOINT,W,,ENRT
FOXIT,32.592558333333336,-65.63499166666666,WAYPOINT,W,,ENRT
FOXSO,62.25,-146.58333333333334,WAYPOINT,W,,ENRT
FOXTR,36.19325166666667,-97.86889,WAYPOINT,R,,ENRT
FOXUB,64.05,-147.98958333333334,WAYPOINT,W,,ENRT
FOXWD,41.80361,-71.80117166666666,WAYPOINT,W,H,ENRT
FOXWE,62.5,-149.16666666666666,WAYPOINT,W,,ENRT
FOXXI,60.803333333333335,-161.96739333333332,WAYPOINT,W,,ENRT
FOXXS,45.242601666666665,-107.522295,WAYPOINT,W,,ENRT
FOXXY,38.35914833333333,-97.40045333333333,WAYPOINT,R,,ENRT
FOYDE,43.183886666666666,-92.49290333333333,WAYPOINT,C,L,ENRT
FOYER,34.552796666666666,-98.22377666666667,WAYPOINT,C,L,ENRT
FOYTE,40.837448333333334,-124.28981166666667,WAYPOINT,C,L,ENRT
FOYTT,39.038315,-86.27515166666667,WAYPOINT,R,,ENRT
FOYYU,41.209955,-84.25218833333334,WAYPOINT,W,,ENRT
FOZ,47.783411666666666,-93.65194333333334,NDB,,,
FOZZI,42.916666666666664,-130.0,WAYPOINT,W,,ENRT
FOZZY,36.370911666666665,-78.70538166666667,WAYPOINT,W,,ENRT
FQ,43.570861666666666,-94.31745666666667,NDB,,,
FQF,39.687416666666664,-104.61925,VOR_DME,K,,
FQM,41.336468333333336,-76.77158666666666,VOR_DME,K,,
FQW,35.956745,-86.36925333333333,NDB,,,
FR,40.77258333333333,-73.47611666666667,NDB,,,
FRA,37.102653333333336,-119.5906,VOR_DME,K,,
FRAAM,39.77103666666667,-84.55417,WAYPOINT,C,L,ENRT
FRAAT,27.606566666666666,-83.38569666666666,WAYPOINT,W,,ENRT
FRAAY,38.65786166666667,-101.75410166666667,WAYPOINT,W,,ENRT
FRACA,38.174635,-96.80309833333334,WAYPOINT,R,H,ENRT
FRAIN,36.12069,-93.85146666666667,WAYPOINT,R,,ENRT
FRAIZ,33.458823333333335,-104.32018,WAYPOINT,C,L,ENRT
FRAKA,48.30162166666667,-101.11719833333333,WAYPOINT,W,,ENRT
FRAKK,44.2077,-123.21886666666667,WAYPOINT,R,,ENRT
FRAKR,22.20323,-159.20729,WAYPOINT,R,,ENRT
FRAKS,36.692573333333335,-96.35550333333333,WAYPOINT,R,L,ENRT
FRALE,39.23881,-89.8072,WAYPOINT,C,,ENRT
FRAME,36.60779,-119.67092166666667,WAYPOINT,C,L,ENRT
FRAMS,35.36699,-120.93698666666667,WAYPOINT,R,L,ENRT
FRANC,39.00501,-92.85019166666666,WAYPOINT,R,L,ENRT
FRAND,38.342371666666665,-75.63512333333334,WAYPOINT,R,,ENRT
FRANK,30.542978333333334,-90.000015,WAYPOINT,C,L,ENRT
FRANZ,35.954708333333336,-77.90463833333334,WAYPOINT,R,H,ENRT
FRAPP,46.442715,-123.06682,WAYPOINT,W,,ENRT
FRARI,25.421326666666666,-79.77018,WAYPOINT,W,,ENRT
FRASK,41.172485,-108.74229,WAYPOINT,W,,ENRT
FRASR,34.63590666666666,-118.95384,WAYPOINT,W,,ENRT
FRATI,29.218178333333334,-95.45735,WAYPOINT,R,,ENRT
FRATS,28.539705,-79.63607,WAYPOINT,W,,ENRT
FRATT,19.434028333333334,-65.80338,WAYPOINT,W,B,ENRT
FRAUU,35.434551666666664,-77.57136833333334,WAYPOINT,R,,ENRT
FRAWG,36.1405,-114.76733333333334,WAYPOINT,W,,ENRT
FRDMM,38.93909,-77.51689833333333,WAYPOINT,W,,ENRT
FREAD,34.817586666666664,-98.22261,WAYPOINT,W,,ENRT
FREAK,43.50486333333333,-85.802255,WAYPOINT,W,L,ENRT
FREBD,34.33541833333334,-119.80504333333333,WAYPOINT,W,,ENRT
FREDD,36.905635,-112.35073666666666,WAYPOINT,C,H,ENRT
FREDI,22.537383333333334,-156.80303833333335,WAYPOINT,R,B,ENRT
FREDM,40.709781666666665,-86.358775,WAYPOINT,C,,ENRT
FREDO,41.90340333333333,-70.57600666666667,WAYPOINT,C,,ENRT
FREED,43.71824,-93.48989666666667,WAYPOINT,C,L,ENRT
FREEE,39.57383,-76.25975166666667,WAYPOINT,W,,ENRT
FREES,38.385598333333334,-122.92009333333333,WAYPOINT,C,L,ENRT
FREEZ,35.20592,-82.55385666666666,WAYPOINT,C,L,ENRT
FRENK,66.61866,-168.970665,WAYPOINT,W,B,ENRT
FREON,36.540171666666666,-80.27359833333334,WAYPOINT,C,L,ENRT
FRESH,30.12507,-82.05678833333333,WAYPOINT,W,,ENRT
FRETS,33.774391666666666,-117.49194666666666,WAYPOINT,R,L,ENRT
FRETZ,36.67384333333333,-115.02167,WAYPOINT,R,,ENRT
FREZR,35.090405,-79.90053166666667,WAYPOINT,R,,ENRT
FREZY,39.23640833333333,-106.87235666666666,WAYPOINT,W,,ENRT
FRFLY,42.475,-123.059425,WAYPOINT,W,H,ENRT
FRHLS,35.03883166666667,-106.521,WAYPOINT,W,,ENRT
FRI,38.968765,-96.85670333333333,VOR_DME,K,,
FRIAN,32.29103833333333,-106.82424,WAYPOINT,C,L,ENRT
FRIAR,44.438155,-69.88406333333333,WAYPOINT,C,H,ENRT
FRIDA,61.725541666666665,-151.600205,WAYPOINT,C,L,ENRT
FRIED,54.219795,-133.626135,WAYPOINT,C,B,ENRT
FRIES,32.22544833333333,-80.78966166666666,WAYPOINT,W,,ENRT
FRIHO,35.436166666666665,-106.643055,WAYPOINT,C,B,ENRT
FRIKE,36.80858333333333,-78.90014,WAYPOINT,W,,ENRT
FRIKK,40.772575,-73.47612666666667,WAYPOINT,R,,ENRT
FRILL,42.22458833333334,-69.82145333333334,WAYPOINT,C,,ENRT
FRISK,48.204115,-97.407525,WAYPOINT,C,,ENRT
FRISY,35.25658166666667,-111.40073,WAYPOINT,R,L,ENRT
FRITT,43.85370666666667,-123.26732166666666,WAYPOINT,R,L,ENRT
FRITZ,29.704118333333334,-94.46738166666667,WAYPOINT,W,,ENRT
FRIZN,38.70784,-86.30079666666667,WAYPOINT,C,L,ENRT
FRMPT,46.63883333333333,-125.38785833333333,WAYPOINT,W,,ENRT
FRNCK,37.675628333333336,-113.55645166666666,WAYPOINT,W,,ENRT
FRNIA,36.553115,-89.906745,WAYPOINT,W,L,ENRT
FRNKE,38.725366666666666,-104.98733333333334,WAYPOINT,W,,ENRT
FRNZY,39.969136666666664,-112.11813,WAYPOINT,C,B,ENRT
FROCK,36.88997166666667,-121.77068666666666,WAYPOINT,R,,ENRT
FROGE,37.538001666666666,-116.05603166666667,WAYPOINT,W,,ENRT
FROGG,25.318276666666666,-80.25748833333333,WAYPOINT,R,,ENRT
FROGO,38.225071666666665,-120.67575666666667,WAYPOINT,C,,ENRT
FROGS,40.51868666666667,-105.89020166666667,WAYPOINT,R,B,ENRT
FROGY,33.73374333333334,-100.306395,WAYPOINT,W,,ENRT
FROGZ,25.907906666666666,-81.03553333333333,WAYPOINT,W,,ENRT
FROSE,40.05731,-75.4698,WAYPOINT,C,L,ENRT
FROSH,38.60825833333333,-123.19062,WAYPOINT,C,L,ENRT
FROZE,36.336886666666665,-115.08769666666667,WAYPOINT,R,,ENRT
FRRAM,32.40872,-77.88991333333334,WAYPOINT,W,B,ENRT
FRRDY,25.992876666666668,-80.470805,WAYPOINT,C,L,ENRT
FRSBE,26.906865,-80.70031333333333,WAYPOINT,C,,ENRT
FRSBI,39.78461333333333,-75.341225,WAYPOINT,W,,ENRT
FRSCO,33.07333,-96.86835166666667,WAYPOINT,W,,ENRT
FRSON,31.516905,-66.77517666666667,WAYPOINT,W,,ENRT
FRSST,42.574063333333335,-84.92426166666667,WAYPOINT,W,,ENRT
FRSTI,32.01994166666667,-97.67223333333334,WAYPOINT,W,,ENRT
FRSTY,29.35639,-98.57040333333333,WAYPOINT,R,,ENRT
FRUGG,30.5871,-98.485385,WAYPOINT,R,L,ENRT
FRUGS,38.384985,-122.63918333333334,WAYPOINT,W,,ENRT
FRUMP,37.22529,-113.39016833333334,WAYPOINT,W,,ENRT
FRWAY,26.95134,-79.97611833333333,WAYPOINT,W,,ENRT
FRYED,29.758438333333334,-94.80778,WAYPOINT,W,L,ENRT
FRYMN,47.28873333333333,-111.63947333333333,WAYPOINT,C,L,ENRT
FRYRE,43.68466166666666,-97.11987333333333,WAYPOINT,C,L,ENRT
FRYYE,42.004648333333336,-83.33520333333334,WAYPOINT,W,,ENRT
FRYZE,38.94195166666667,-76.70316666666666,WAYPOINT,W,,ENRT
FRZBE,27.270755,-82.65467166666667,WAYPOINT,W,,ENRT
FS,43.489711666666665,-96.82410333333333,NDB,,,
FSD,43.64302833333333,-96.77534166666666,VOR_DME,K,,
FSHER,38.30581333333333,-104.64185666666667,WAYPOINT,C,L,ENRT
FSHIN,39.50299166666667,-107.18848833333334,WAYPOINT,W,,ENRT
FSHMN,42.124653333333335,-79.36933666666667,WAYPOINT,W,,ENRT
FSHON,60.870378333333335,-150.683505,WAYPOINT,W,,ENRT
FSM,35.38637833333333,-94.26958166666667,VOR_DME,K,,
FST,30.951265,-102.97209333333333,VOR_DME,K,,
FSTIV,39.589758333333336,-107.07304,WAYPOINT,W,,ENRT
FT,32.88914166666667,-97.37069666666666,NDB,,,
FTEEN,28.667891666666666,-81.55285833333333,WAYPOINT,C,,ENRT
FTHER,39.74175666666667,-121.46895,WAYPOINT,W,,ENRT
FTHLS,33.76750833333333,-110.35814,WAYPOINT,W,,ENRT
FTI,35.65453,-105.13469166666667,VOR_DME,K,,
FTK,37.90433,-85.97020499999999,VOR_DME,K,,
FTO,66.57468333333334,-145.207635,NDB,,,
FTRAP,32.105245,-97.78744333333333,WAYPOINT,W,,ENRT
FTZ,38.689933333333336,-90.96942833333334,VOR_DME,K,,
FUBAT,44.135893333333335,-91.67006,WAYPOINT,W,,ENRT
FUBLL,37.13825,-79.45247833333333,WAYPOINT,W,,ENRT
FUBRR,39.25955833333333,-76.090265,WAYPOINT,C,,ENRT
FUDGE,45.067211666666665,-93.57530166666666,WAYPOINT,C,L,ENRT
FUELL,39.504005,-121.47169,WAYPOINT,R,,ENRT
FUELS,39.789046666666664,-74.82185666666666,WAYPOINT,W,,ENRT
FUFQO,44.07597166666667,-120.67122833333333,WAYPOINT,C,L,ENRT
FUGAL,29.801651666666668,-94.95184833333333,WAYPOINT,W,,ENRT
FULLY,36.659685,-108.53935,WAYPOINT,R,L,ENRT
FULMR,43.123,-126.6915,WAYPOINT,W,,ENRT
FULON,32.537508333333335,-81.07425666666667,WAYPOINT,W,,ENRT
FULTN,35.14083333333333,-74.73416666666667,WAYPOINT,W,,ENRT
FULTY,31.890206666666668,-86.25534333333333,WAYPOINT,R,,ENRT
FUMED,32.67659,-98.22213,WAYPOINT,W,,ENRT
FUMES,36.904666666666664,-75.573,WAYPOINT,W,B,ENRT
FUNDI,24.0,-81.00716666666666,WAYPOINT,W,B,ENRT
FUNDS,39.588568333333335,-106.06952,WAYPOINT,C,L,ENRT
FUNDY,37.071635,-76.38456333333333,WAYPOINT,R,,ENRT
FUNKI,20.604986666666665,-156.38968833333334,WAYPOINT,R,B,ENRT
FUNKY,33.07414166666667,-96.754975,WAYPOINT,R,,ENRT
FUNNL,35.402155,-96.83659833333333,WAYPOINT,W,,ENRT
FUNNR,27.633901666666667,-80.75868333333334,WAYPOINT,W,,ENRT
FUNTR,58.175693333333335,-134.98724333333334,WAYPOINT,W,,ENRT
FUPGE,27.423193333333334,-81.70708833333333,WAYPOINT,C,L,ENRT
FURDY,56.49200833333333,-132.42374833333332,WAYPOINT,W,,ENRT
FURIX,40.29051333333334,-79.556755,WAYPOINT,C,L,ENRT
FURLY,37.82006166666667,-97.18477166666666,WAYPOINT,W,,ENRT
FURNS,41.91931,-124.4349,WAYPOINT,W,L,ENRT
FURNY,36.48744833333333,-117.45647,WAYPOINT,W,,ENRT
FURRS,39.519055,-107.12509666666666,WAYPOINT,R,,ENRT
FURZE,32.120333333333335,-77.72016666666667,WAYPOINT,W,,ENRT
FUSCO,31.172823333333334,-101.32416666666667,WAYPOINT,C,H,ENRT
FUSED,29.816833333333335,-92.83417166666666,WAYPOINT,W,,ENRT
FUSON,59.500793333333334,-139.95037833333333,WAYPOINT,W,,ENRT
FUSTO,39.84186,-86.13759666666667,WAYPOINT,R,,ENRT
FUSZY,25.558721666666667,-80.58403833333334,WAYPOINT,R,,ENRT
FUTSY,29.107783333333334,-82.46854833333333,WAYPOINT,W,L,ENRT
FUUFF,36.408318333333334,-78.36804,WAYPOINT,W,,ENRT
FUUJN,41.089665,-112.28884666666667,WAYPOINT,R,,ENRT
FUULL,37.275488333333335,-117.16899333333333,WAYPOINT,W,H,ENRT
FUZ,32.88700333333333,-97.17432166666667,VOR_DME,K,,
FUZII,42.84133333333333,-117.19,WAYPOINT,W,,ENRT
FUZZE,21.84154,-157.82533666666666,WAYPOINT,R,,ENRT
FUZZY,36.200345,-115.90016833333334,WAYPOINT,C,H,ENRT
FWA,40.974105,-85.18616833333333,VOR_DME,K,,
FWBKB,42.5417,-79.674975,WAYPOINT,W,,ENRT
FWC,38.37477333333333,-88.40561,NDB,,,
FXU,31.10687666666667,-93.21817166666666,VOR_DME,K,,
FYLLS,39.90405166666667,-84.62497333333333,WAYPOINT,R,H,ENRT
FYTER,36.487923333333335,-120.21683833333333,WAYPOINT,R,,ENRT
FYTRR,33.56939,-117.70160666666666,WAYPOINT,W,,ENRT
FYTTR,36.35438833333333,-115.68801,WAYPOINT,R,,ENRT
FYU,66.57121833333333,-145.27266166666666,VOR_DME,P,,
FZ,38.67308333333333,-90.54172833333334,NDB,,,
FZEEK,37.70658666666667,-77.259905,WAYPOINT,W,,ENRT
FZOOL,41.322518333333335,-73.27659666666666,WAYPOINT,R,L,ENRT
FZT,32.07143,-95.52514166666667,VOR_DME,K,,
GAABE,41.104443333333336,-81.903145,WAYPOINT,R,H,ENRT
GAAPP,40.534641666666666,-76.89333166666667,WAYPOINT,C,,ENRT
GAARD,63.11836666666667,-142.0507,WAYPOINT,W,,ENRT
GAASR,34.12249333333333,-120.63638666666667,WAYPOINT,W,,ENRT
GAATZ,33.90226833333333,-95.853065,WAYPOINT,R,,ENRT
GABAR,17.351993333333333,-63.0,WAYPOINT,C,B,ENRT
GABBI,47.285111666666666,-119.35915333333334,WAYPOINT,R,,ENRT
GABDE,43.64167333333333,-92.30441,WAYPOINT,W,L,ENRT
GABEC,25.637046666666667,-80.51877333333333,WAYPOINT,C,,ENRT
GABEH,36.235025,-97.08586833333334,WAYPOINT,R,,ENRT
GABEY,42.22232833333333,-71.63774833333333,WAYPOINT,W,,ENRT
GABLE,34.12433,-80.33833166666666,WAYPOINT,R,,ENRT
GABME,42.853465,-70.833955,WAYPOINT,W,,ENRT
GABOO,30.921101666666665,-97.31807166666667,WAYPOINT,W,,ENRT
GABOW,26.136773333333334,-79.39175,WAYPOINT,W,,ENRT
GABPY,36.90454666666667,-78.73584333333334,WAYPOINT,W,,ENRT
GABRE,34.337201666666665,-118.05285333333333,WAYPOINT,R,,ENRT
GABYY,17.692116666666667,-66.72263166666667,WAYPOINT,W,B,ENRT
GACAR,40.71791,-73.90651,WAYPOINT,W,,ENRT
GACEB,33.05789166666667,-98.75058166666666,WAYPOINT,C,L,ENRT
GACEK,43.37531,-71.938775,WAYPOINT,W,,ENRT
GACHA,44.300195,-85.36940833333334,WAYPOINT,R,,ENRT
GACKE,43.31851666666667,-74.95681333333333,WAYPOINT,W,L,ENRT
GAD,33.97250833333333,-86.08346833333333,VOR_DME,K,,
GADAV,42.706266666666664,-82.4744,WAYPOINT,W,,ENRT
GADAW,44.48840333333333,-92.05865,WAYPOINT,W,,ENRT
GADDO,34.02662333333333,-118.29254166666666,WAYPOINT,W,,ENRT
GADEK,62.70511166666667,-155.942125,WAYPOINT,W,,ENRT
GADEY,31.090601666666668,-92.45675,WAYPOINT,W,,ENRT
GADGT,32.22632,-110.95301166666667,WAYPOINT,W,,ENRT
GADPE,36.119436666666665,-86.80754833333333,WAYPOINT,W,,ENRT
GADVE,35.15508833333333,-79.01751833333333,WAYPOINT,R,,ENRT
GADWY,40.375211666666665,-97.16703166666667,WAYPOINT,C,L,ENRT
GAELN,36.425,-122.23783333333333,WAYPOINT,W,,ENRT
GAFFE,35.089816666666664,-81.55398666666666,WAYPOINT,W,L,ENRT
GAGDD,19.658666666666665,-68.2215,WAYPOINT,W,B,ENRT
GAGLE,34.13333333333333,-90.28333333333333,WAYPOINT,W,H,ENRT
GAGVE,37.159333333333336,-76.78692,WAYPOINT,W,,ENRT
GAGZI,41.15559833333333,-83.542705,WAYPOINT,W,,ENRT
GAHAM,62.243008333333336,-141.0,WAYPOINT,W,,ENRT
GAHGU,41.719323333333335,-83.55564833333334,WAYPOINT,W,,ENRT
GAILL,39.58799,-83.41830333333333,WAYPOINT,C,L,ENRT
GAILS,41.868085,-70.40128166666666,WAYPOINT,C,L,ENRT
GAINS,31.9512,-97.62007666666666,WAYPOINT,W,,ENRT
GAITR,33.7056,-88.520585,WAYPOINT,C,,ENRT
GAITS,64.741275,-165.35859,WAYPOINT,R,L,ENRT
GAITZ,45.23704333333333,-108.076435,WAYPOINT,W,,ENRT
GAKEC,39.91691333333333,-74.584265,WAYPOINT,W,,ENRT
GAL,64.73621666666666,-156.772945,VOR_DME,P,,
GALEE,5.0,143.61666666666667,WAYPOINT,W,B,ENRT
GALES,29.904586666666667,-95.27642166666666,WAYPOINT,R,,ENRT
GALGR,33.87566666666667,-106.07016666666667,WAYPOINT,W,,ENRT
GALIO,32.70813,-91.82642,WAYPOINT,C,L,ENRT
GALIP,33.916666666666664,-124.91733166666667,WAYPOINT,W,B,ENRT
GALLA,35.50224,-80.23973333333333,WAYPOINT,R,,ENRT
GALLI,40.31839,-118.11964,WAYPOINT,W,H,ENRT
GALLS,39.82239166666667,-80.01831,WAYPOINT,C,L,ENRT
GALME,33.687448333333336,-100.3236,WAYPOINT,W,,ENRT
GALON,30.85851,-86.50114833333333,WAYPOINT,R,L,ENRT
GALSS,10.457,147.78833333333333,WAYPOINT,W,B,ENRT
GALTS,38.269,-121.28945833333333,WAYPOINT,C,L,ENRT
GALTT,41.070773333333335,-73.290535,WAYPOINT,W,,ENRT
GALVN,30.155391666666667,-72.44189,WAYPOINT,W,B,ENRT
GALWA,43.00566666666667,-74.00575166666667,WAYPOINT,C,L,ENRT
GALWY,33.58335,-74.48538333333333,WAYPOINT,W,,ENRT
GALXY,35.17305666666667,-119.167655,WAYPOINT,R,,ENRT
GAM,63.77579166666666,-171.7354,NDB,,,
GAMBL,40.905166666666666,-97.10541833333333,WAYPOINT,C,L,ENRT
GAMBY,40.003703333333334,-73.868045,WAYPOINT,C,L,ENRT
GAMCK,34.040501666666664,-81.01777166666666,WAYPOINT,R,,ENRT
GAMES,36.03669,-115.82261,WAYPOINT,W,,ENRT
GAMGY,29.021368333333335,-81.12285,WAYPOINT,W,,ENRT
GAMIC,59.374766666666666,-154.472825,WAYPOINT,W,L,ENRT
GAMKE,38.768831666666664,-85.23922833333333,WAYPOINT,W,L,ENRT
GAMMA,43.742221666666666,-124.13613666666667,WAYPOINT,C,L,ENRT
GAMMS,32.607173333333336,-92.67306833333333,WAYPOINT,R,L,ENRT
GAMPS,36.436565,-93.98542333333333,WAYPOINT,R,L,ENRT
GAMSE,32.18564666666666,-83.66670333333333,WAYPOINT,C,L,ENRT
GAMWY,37.970725,-96.98607333333334,WAYPOINT,W,L,ENRT
GANBO,18.267306666666666,-66.19238333333334,WAYPOINT,C,L,ENRT
GANDE,41.50611,-73.80867166666667,WAYPOINT,C,H,ENRT
GANDI,44.52276333333333,-103.538285,WAYPOINT,R,,ENRT
GANDS,34.836218333333335,-78.63722,WAYPOINT,C,L,ENRT
GANDT,33.770268333333334,-81.70915666666667,WAYPOINT,W,,ENRT
GANES,63.10127833333333,-156.33987666666667,WAYPOINT,C,L,ENRT
GANGE,43.38914166666667,-72.37024,WAYPOINT,W,,ENRT
GANGS,47.50177,-117.92662333333334,WAYPOINT,C,L,ENRT
GANJA,34.202513333333336,-100.25271666666667,WAYPOINT,C,H,ENRT
GANKE,41.669795,-93.74244666666667,WAYPOINT,W,,ENRT
GANKY,41.67505333333333,-83.70853666666666,WAYPOINT,W,,ENRT
GANNE,43.306195,-109.503975,WAYPOINT,W,H,ENRT
GANTE,38.35107333333333,-76.48999833333333,WAYPOINT,R,,ENRT
GANTS,35.451906666666666,-80.10267333333333,WAYPOINT,C,L,ENRT
GANTT,34.440376666666666,-88.64289833333333,WAYPOINT,W,L,ENRT
GAPAR,47.89112166666666,-112.98563,WAYPOINT,C,L,ENRT
GAPGE,42.35606333333333,-90.70961333333334,WAYPOINT,R,,ENRT
GAPIE,41.08356666666667,-111.975815,WAYPOINT,R,,ENRT
GAPLE,32.89050833333334,-117.22628833333333,WAYPOINT,W,,ENRT
GAPNE,41.2,-130.75,WAYPOINT,W,,ENRT
GAPPP,46.790885,-109.10496833333333,WAYPOINT,W,,ENRT
GAPVE,40.456015,-82.53911666666667,WAYPOINT,W,,ENRT
GAPYE,34.03722166666667,-98.50794,WAYPOINT,R,,ENRT
GARBR,36.425976666666664,-97.58398833333334,WAYPOINT,R,,ENRT
GARCU,42.951908333333336,-97.42237166666666,WAYPOINT,R,,ENRT
GARDD,37.05215166666667,-112.62573,WAYPOINT,W,H,ENRT
GARDE,30.126403333333332,-85.65942333333334,WAYPOINT,R,,ENRT
